osm_label,overture_label,affinity,s_lin,s_emp,n_confirmed
Historic Site,Pharmacy,0.0001,0.0,0.0147,1
Historic Site,Real Estate,0.0001,0.0,0.0147,1
Historic Site,School,0.0001,0.0,0.0147,1
Home Service,Home Service,1.0,1.0,1.0,3246
Home Service,Other Professional,0.7118,0.7118,0.0062,20
Home Service,Other Amenity,0.5459,0.5459,0.0006,2
Home Service,Other Financial,0.524,0.524,0.0,0
Home Service,Real Estate,0.4815,0.4815,0.004,13
Home Service,Legal Service,0.4109,0.4109,0.0006,2
Home Service,Bank,0.3948,0.3948,0.0,0
Home Service,ATM,0.3852,0.3852,0.0,0
Home Service,Self-Storage,0.3711,0.3711,0.0169,55
Home Service,Print and Copy Shop,0.3553,0.3553,0.0003,1
Home Service,Post Office,0.34,0.34,0.0009,3
Home Service,Laundromat,0.3388,0.3388,0.0003,1
Home Service,Childcare,0.3367,0.3367,0.0003,1
Home Service,Funeral Services,0.3259,0.3259,0.004,13
Home Service,Dry Cleaning,0.3046,0.3046,0.0003,1
Home Service,Other Shop,0.2177,0.2177,0.0037,12
Home Service,Hardware,0.0226,0.0,0.04,130
Home Service,Car Repair,0.0057,0.0,0.0163,53
Home Service,Specialty Store,0.0029,0.0,0.0111,36
Home Service,Furniture Store,0.0011,0.0,0.0065,21
Home Service,Garden Store,0.0007,0.0,0.0049,16
Home Service,Historic Site,0.0005,0.0,0.004,13
Home Service,Wholesale Store,0.0004,0.0,0.0037,12
Home Service,Arts Venue,0.0002,0.0,0.0028,9
Home Service,Bar,0.0,0.0,0.0003,1
Home Service,Car Dealer,0.0,0.0,0.0012,4
Home Service,Car Wash,0.0,0.0,0.0006,2
Home Service,Clothing Store,0.0,0.0,0.0006,2
Home Service,Community Center,0.0,0.0,0.0009,3
Home Service,Discount Store,0.0,0.0,0.0003,1
Home Service,Fitness Center,0.0,0.0,0.0006,2
Home Service,Florist,0.0,0.0,0.0012,4
Home Service,Hotel,0.0,0.0,0.0003,1
Home Service,Park,0.0,0.0,0.0003,1
Home Service,Pet Store,0.0,0.0,0.0006,2
Home Service,Restaurant,0.0,0.0,0.0012,4
Home Service,School,0.0,0.0,0.0009,3
Home Service,Sports Outlet,0.0,0.0,0.0003,1
Home Service,Supermarket,0.0,0.0,0.0003,1
Home Service,Swimming Pool,0.0,0.0,0.0003,1
Hospital,Hospital,1.0,1.0,1.0,3554
Hospital,Clinic,0.8681,0.8681,0.1289,458
Hospital,Public Safety,0.8046,0.8046,0.0014,5
Hospital,Other Healthcare,0.6092,0.6092,0.0346,123
Hospital,Dentist,0.4922,0.4922,0.0008,3
Hospital,Alternative Medicine,0.4749,0.4749,0.0,0
Hospital,Mental Health,0.4687,0.4687,0.0512,182
Hospital,Eye Care,0.4376,0.4376,0.0011,4
Hospital,Physical Therapy,0.4361,0.4361,0.0028,10
Hospital,Cannabis Dispensary,0.3718,0.3718,0.0,0
Hospital,Counseling,0.3577,0.3577,0.0,0
Hospital,Occupational Therapy,0.3564,0.3564,0.0,0
Hospital,Speech Therapist,0.3562,0.3562,0.0003,1
Hospital,Other Financial,0.3416,0.3416,0.0,0
Hospital,Maternity Center,0.3314,0.3314,0.0003,1
Hospital,Pharmacy,0.0002,0.0,0.0023,8
Hospital,School,0.0002,0.0,0.0025,9
Hospital,Community Center,0.0001,0.0,0.002,7
Hospital,Farmers Market,0.0,0.0,0.0003,1
Hospital,Fitness Center,0.0,0.0,0.0003,1
Hospital,Government Office,0.0,0.0,0.0003,1
Hospital,Home Service,0.0,0.0,0.0003,1
Hospital,Library,0.0,0.0,0.0006,2
Hospital,Massage Therapy,0.0,0.0,0.0011,4
Hospital,Other Professional,0.0,0.0,0.0003,1
Hospital,Park,0.0,0.0,0.0003,1
Hospital,Place of Worship,0.0,0.0,0.0003,1
Hospital,Restaurant,0.0,0.0,0.0006,2
Hospital,Specialty Store,0.0,0.0,0.0008,3
Hospital,Veterinarian,0.0,0.0,0.0003,1
Hotel,Hotel,1.0,1.0,1.0,22839
Hotel,Campground,0.764,0.764,0.0011,26
Hotel,Event Venue,0.0023,0.0,0.0045,102
Hotel,Historic Site,0.001,0.0,0.0027,61
Hotel,Casino,0.0002,0.0,0.0009,21
Hotel,Restaurant,0.0002,0.0,0.0009,21
Hotel,Recreation,0.0001,0.0,0.0008,19
Hotel,Arcade,0.0,0.0,0.0,1
Hotel,Arts Venue,0.0,0.0,0.0,1
Hotel,Bar,0.0,0.0,0.0005,11
Hotel,Cafe,0.0,0.0,0.0,1
Hotel,Clinic,0.0,0.0,0.0,1
Hotel,Clothing Store,0.0,0.0,0.0,1
Hotel,Community Center,0.0,0.0,0.0004,9
Hotel,Fitness Center,0.0,0.0,0.0003,6
Hotel,Funeral Services,0.0,0.0,0.0,1
Hotel,Golf Course,0.0,0.0,0.0002,4
Hotel,Hair and Beauty,0.0,0.0,0.0001,2
Hotel,Hospital,0.0,0.0,0.0004,10
Hotel,Marina,0.0,0.0,0.0003,6
Hotel,Massage Therapy,0.0,0.0,0.0002,4
Hotel,Mental Health,0.0,0.0,0.0001,2
Hotel,Other Amenity,0.0,0.0,0.0001,3
Hotel,Other Healthcare,0.0,0.0,0.0001,2
Hotel,Park,0.0,0.0,0.0,1
Hotel,Performing Arts,0.0,0.0,0.0001,2
Hotel,Place of Worship,0.0,0.0,0.0,1
Hotel,Real Estate,0.0,0.0,0.0003,6
Hotel,School,0.0,0.0,0.0,1
Hotel,Shopping Center,0.0,0.0,0.0,1
Hotel,Supermarket,0.0,0.0,0.0,1
Hotel,Swimming Pool,0.0,0.0,0.0001,3
Jewelry Store,Jewelry Store,1.0,1.0,1.0,1744
Jewelry Store,Clothing Store,0.7985,0.7985,0.0161,28
Jewelry Store,Shoe Store,0.6338,0.6338,0.0,0
Jewelry Store,Eye Care,0.6005,0.6005,0.0006,1
Jewelry Store,Other Shop,0.469,0.469,0.0017,3
Jewelry Store,Specialty Store,0.4248,0.4248,0.0183,32
Jewelry Store,Hardware,0.3694,0.3694,0.0,0
Jewelry Store,Car Dealer,0.3466,0.3466,0.0,0
Jewelry Store,Supermarket,0.3306,0.3306,0.0006,1
Jewelry Store,Convenience Store,0.3268,0.3268,0.0,0
Jewelry Store,Florist,0.3265,0.3265,0.0132,23
Jewelry Store,Thrift Store,0.3214,0.3214,0.0092,16
Jewelry Store,Sports Outlet,0.3161,0.3161,0.0006,1
Jewelry Store,Car Repair,0.3136,0.3136,0.0006,1
Jewelry Store,Cell Phone Store,0.3114,0.3114,0.0,0
Jewelry Store,Discount Store,0.3097,0.3097,0.0,0
Jewelry Store,Pharmacy,0.309,0.309,0.0,0
Jewelry Store,Furniture Store,0.3089,0.3089,0.0011,2
Jewelry Store,Bookstore,0.3031,0.3031,0.0,0
Jewelry Store,Liquor Store,0.2974,0.2974,0.0,0
Jewelry Store,Garden Store,0.2926,0.2926,0.0,0
Jewelry Store,Pet Store,0.2901,0.2901,0.0,0
Jewelry Store,Farmers Market,0.2828,0.2828,0.0,0
Jewelry Store,Shopping Center,0.2825,0.2825,0.0,0
Jewelry Store,Wholesale Store,0.2724,0.2724,0.0,0
Jewelry Store,Bike shop,0.267,0.267,0.0,0
Jewelry Store,Cannabis Dispensary,0.2589,0.2589,0.0,0
Jewelry Store,Market,0.2517,0.2517,0.0,0
Jewelry Store,Fast Food,0.2418,0.2418,0.0,0
Jewelry Store,Tattoo and Piercing,0.0017,0.0,0.0109,19
Jewelry Store,Arts Venue,0.0009,0.0,0.0075,13
Jewelry Store,Other Financial,0.0004,0.0,0.0052,9
Jewelry Store,Alternative Medicine,0.0,0.0,0.0006,1
Jewelry Store,Cafe,0.0,0.0,0.0011,2
Jewelry Store,Hair and Beauty,0.0,0.0,0.0006,1
Jewelry Store,Historic Site,0.0,0.0,0.0006,1
Jewelry Store,Home Service,0.0,0.0,0.0011,2
Jewelry Store,Hotel,0.0,0.0,0.0006,1
Jewelry Store,Recreation,0.0,0.0,0.0006,1
Jewelry Store,Restaurant,0.0,0.0,0.0006,1
Jewelry Store,School,0.0,0.0,0.0011,2
Kindergarten,Kindergarten,1.0,1.0,1.0,636
Kindergarten,School,0.8155,0.8155,0.261,166
Kindergarten,University,0.6335,0.6335,0.0,0
Kindergarten,Library,0.5666,0.5666,0.0,0
Kindergarten,Other Professional,0.5075,0.5075,0.0031,2
Kindergarten,Government Office,0.3749,0.3749,0.0,0
Kindergarten,Home Service,0.3449,0.0,0.4623,294
Kindergarten,Childcare,0.1323,0.0,0.2248,143
Kindergarten,Community Center,0.0017,0.0,0.0173,11
Kindergarten,Arts Venue,0.0001,0.0,0.0031,2
Kindergarten,Museum,0.0001,0.0,0.0031,2
Kindergarten,Discount Store,0.0,0.0,0.0016,1
Kindergarten,Fitness Center,0.0,0.0,0.0016,1
Kindergarten,Mental Health,0.0,0.0,0.0016,1
Kindergarten,Performing Arts,0.0,0.0,0.0016,1
Kindergarten,Physical Therapy,0.0,0.0,0.0016,1
Kindergarten,Place of Worship,0.0,0.0,0.0016,1
Kindergarten,Print and Copy Shop,0.0,0.0,0.0016,1
Kindergarten,Recreation,0.0,0.0,0.0016,1
Kindergarten,Speech Therapist,0.0,0.0,0.0016,1
Kindergarten,Stadium,0.0,0.0,0.0016,1
Laundromat,Laundromat,1.0,1.0,1.0,870
Laundromat,Dry Cleaning,0.9232,0.9232,0.0885,77
Laundromat,Other Financial,0.3401,0.3401,0.0011,1
Laundromat,Home Service,0.3388,0.3388,0.0069,6
Laundromat,Real Estate,0.3216,0.3216,0.0,0
Laundromat,Other Professional,0.3027,0.3027,0.0023,2
Laundromat,Legal Service,0.2885,0.2885,0.0,0
Laundromat,Bank,0.2805,0.2805,0.0,0
Laundromat,ATM,0.2756,0.2756,0.0,0
Laundromat,Self-Storage,0.2683,0.2683,0.0011,1
Laundromat,Print and Copy Shop,0.2599,0.2599,0.0,0
Laundromat,Post Office,0.2517,0.2517,0.0,0
Laundromat,Childcare,0.2499,0.2499,0.0,0
Laundromat,Funeral Services,0.2439,0.2439,0.0,0
Laundromat,Other Amenity,0.2198,0.2198,0.0,0
Laundromat,Other Shop,0.1778,0.1778,0.0023,2
Laundromat,Car Wash,0.0007,0.0,0.0092,8
Laundromat,Clothing Store,0.0,0.0,0.0011,1
Laundromat,Hair and Beauty,0.0,0.0,0.0011,1
Laundromat,Hospital,0.0,0.0,0.0011,1
Laundromat,Pet Store,0.0,0.0,0.0011,1
Laundromat,Restaurant,0.0,0.0,0.0011,1
Laundromat,Specialty Store,0.0,0.0,0.0011,1
Laundromat,Supermarket,0.0,0.0,0.0011,1
Laundromat,Veterinarian,0.0,0.0,0.0011,1
Legal Service,Legal Service,1.0,1.0,1.0,2776
Legal Service,Other Financial,0.4128,0.4128,0.0079,22
Legal Service,Home Service,0.4109,0.4109,0.0004,1
Legal Service,Real Estate,0.386,0.386,0.0068,19
Legal Service,Other Professional,0.359,0.359,0.0029,8
Legal Service,Bank,0.3282,0.3282,0.0,0
Legal Service,ATM,0.3216,0.3216,0.0,0
Legal Service,Self-Storage,0.3116,0.3116,0.0,0
Legal Service,Print and Copy Shop,0.3004,0.3004,0.0,0
Legal Service,Post Office,0.2894,0.2894,0.0007,2
Legal Service,Laundromat,0.2885,0.2885,0.0,0
Legal Service,Childcare,0.2871,0.2871,0.0,0
Legal Service,Funeral Services,0.2792,0.2792,0.0,0
Legal Service,Dry Cleaning,0.2633,0.2633,0.0,0
Legal Service,Other Amenity,0.2481,0.2481,0.0,0
Legal Service,Other Shop,0.1958,0.1958,0.0,0
Legal Service,Car Repair,0.0002,0.0,0.0029,8
Legal Service,Community Center,0.0001,0.0,0.0014,4
Legal Service,Government Office,0.0001,0.0,0.0022,6
Legal Service,Clinic,0.0,0.0,0.0004,1
Legal Service,Massage Therapy,0.0,0.0,0.0004,1
Legal Service,Mental Health,0.0,0.0,0.0004,1
Legal Service,Recreation,0.0,0.0,0.0004,1
Legal Service,Specialty Store,0.0,0.0,0.0004,1
Legal Service,University,0.0,0.0,0.0007,2
Library,Library,1.0,1.0,1.0,6876
Library,School,0.7179,0.7179,0.0003,2
Library,University,0.5793,0.5793,0.0052,36
Library,Kindergarten,0.5666,0.5666,0.0,0
Library,Other Professional,0.5022,0.5022,0.0007,5
Library,Government Office,0.372,0.372,0.0007,5
Library,Community Center,0.0007,0.0,0.0036,25
Library,Museum,0.0004,0.0,0.0028,19
Library,Bookstore,0.0001,0.0,0.001,7
Library,Car Repair,0.0,0.0,0.0001,1
Library,Florist,0.0,0.0,0.0001,1
Library,Funeral Services,0.0,0.0,0.0001,1
Library,Historic Site,0.0,0.0,0.0001,1
Library,Mental Health,0.0,0.0,0.0001,1
Library,Other Amenity,0.0,0.0,0.0001,1
Library,Other Shop,0.0,0.0,0.0001,1
Library,Place of Worship,0.0,0.0,0.0003,2
Library,Public Safety,0.0,0.0,0.0001,1
Library,Recreation,0.0,0.0,0.0001,1
Library,Restaurant,0.0,0.0,0.0001,1
Library,Self-Storage,0.0,0.0,0.0001,1
Library,Supermarket,0.0,0.0,0.0001,1
Liquor Store,Liquor Store,1.0,1.0,1.0,2642
Liquor Store,Specialty Store,0.8043,0.8043,0.0114,30
Liquor Store,Supermarket,0.7454,0.7454,0.0132,35
Liquor Store,Fast Food,0.5498,0.5498,0.0042,11
Liquor Store,Other Shop,0.4484,0.4484,0.011,29
Liquor Store,Hardware,0.3565,0.3565,0.0,0
Liquor Store,Clothing Store,0.3553,0.3553,0.0011,3
Liquor Store,Car Dealer,0.3352,0.3352,0.0,0
Liquor Store,Convenience Store,0.3167,0.3167,0.0242,64
Liquor Store,Florist,0.3164,0.3164,0.0004,1
Liquor Store,Thrift Store,0.3116,0.3116,0.0004,1
Liquor Store,Sports Outlet,0.3066,0.3066,0.0011,3
Liquor Store,Car Repair,0.3043,0.3043,0.0,0
Liquor Store,Cell Phone Store,0.3022,0.3022,0.0,0
Liquor Store,Discount Store,0.3006,0.3006,0.0004,1
Liquor Store,Pharmacy,0.3,0.3,0.0,0
Liquor Store,Furniture Store,0.2999,0.2999,0.0,0
Liquor Store,Jewelry Store,0.2974,0.2974,0.0,0
Liquor Store,Bookstore,0.2944,0.2944,0.0,0
Liquor Store,Garden Store,0.2844,0.2844,0.0,0
Liquor Store,Shoe Store,0.284,0.284,0.0,0
Liquor Store,Pet Store,0.2821,0.2821,0.0,0
Liquor Store,Farmers Market,0.2752,0.2752,0.0004,1
Liquor Store,Shopping Center,0.2749,0.2749,0.0004,1
Liquor Store,Eye Care,0.2695,0.2695,0.0,0
Liquor Store,Wholesale Store,0.2653,0.2653,0.0008,2
Liquor Store,Bike shop,0.2602,0.2602,0.0,0
Liquor Store,Cannabis Dispensary,0.2525,0.2525,0.0,0
Liquor Store,Market,0.2457,0.2457,0.0,0
Liquor Store,Bar,0.0328,0.0,0.0553,146
Liquor Store,Restaurant,0.001,0.0,0.0068,18
Liquor Store,Cafe,0.0003,0.0,0.0034,9
Liquor Store,Dessert Shop,0.0,0.0,0.0004,1
Liquor Store,Hotel,0.0,0.0,0.0004,1
Liquor Store,Park,0.0,0.0,0.0004,1
Liquor Store,Tattoo and Piercing,0.0,0.0,0.0004,1
Marina,Marina,1.0,1.0,1.0,456
Marina,Park,0.813,0.813,0.0088,4
Marina,Recreation,0.7654,0.7654,0.0417,19
Marina,Other Amenity,0.6375,0.6375,0.0044,2
Marina,Community Center,0.0028,0.0,0.0263,12
Marina,Sports Outlet,0.0016,0.0,0.0197,9
Marina,Car Dealer,0.0013,0.0,0.0175,8
Marina,Car Repair,0.0005,0.0,0.011,5
Marina,Campground,0.0001,0.0,0.0044,2
Marina,Government Office,0.0001,0.0,0.0044,2
Marina,Hotel,0.0,0.0,0.0022,1
Marina,Other Professional,0.0,0.0,0.0022,1
Marina,Playground,0.0,0.0,0.0022,1
Marina,Restaurant,0.0,0.0,0.0022,1
Market,Market,1.0,1.0,0.9718,69
Market,Farmers Market,0.8095,0.8095,0.4085,29
Market,Thrift Store,0.7745,0.7745,0.0845,6
Market,Specialty Store,0.7102,0.7102,0.3521,25
Market,Other Shop,0.6222,0.6222,0.0563,4
Market,Supermarket,0.5719,0.2679,1.0,71
Market,Hardware,0.2928,0.2928,0.0,0
Market,Clothing Store,0.2919,0.2919,0.0141,1
Market,Car Dealer,0.2783,0.2783,0.0,0
Market,Convenience Store,0.2654,0.2654,0.0704,5
Market,Florist,0.2652,0.2652,0.0704,5
Market,Sports Outlet,0.2582,0.2582,0.0,0
Market,Car Repair,0.2566,0.2566,0.0,0
Market,Cell Phone Store,0.2551,0.2551,0.0,0
Market,Discount Store,0.254,0.254,0.0,0
Market,Furniture Store,0.2535,0.2535,0.0,0
Market,Pharmacy,0.2535,0.2535,0.0,0
Market,Jewelry Store,0.2517,0.2517,0.0,0
Market,Bookstore,0.2495,0.2495,0.0141,1
Market,Liquor Store,0.2457,0.2457,0.0282,2
Market,Garden Store,0.2423,0.2423,0.0423,3
Market,Shoe Store,0.242,0.242,0.0,0
Market,Pet Store,0.2407,0.2407,0.0,0
Market,Shopping Center,0.2354,0.2354,0.0704,5
Market,Eye Care,0.2314,0.2314,0.0,0
Market,Wholesale Store,0.2283,0.2283,0.0282,2
Market,Bike shop,0.2246,0.2246,0.0,0
Market,Cannabis Dispensary,0.2188,0.2188,0.0141,1
Market,Fast Food,0.2064,0.2064,0.0845,6
Market,Restaurant,0.0559,0.0,0.3099,22
Market,Cafe,0.0022,0.0,0.0563,4
Market,Historic Site,0.0006,0.0,0.0282,2
Market,Other Amenity,0.0006,0.0,0.0282,2
Market,Bakery,0.0001,0.0,0.0141,1
Market,Home Service,0.0001,0.0,0.0141,1
Market,Other Financial,0.0001,0.0,0.0141,1
Massage Therapy,Massage Therapy,1.0,1.0,1.0,1233
Massage Therapy,Other Healthcare,0.7431,0.7431,0.0138,17
Massage Therapy,Hair and Beauty,0.7065,0.7065,0.0146,18
Massage Therapy,Fitness Center,0.6959,0.6959,0.0024,3
Massage Therapy,Pet Store,0.5865,0.5865,0.0,0
Massage Therapy,Veterinarian,0.5151,0.5151,0.0,0
Massage Therapy,Tattoo and Piercing,0.5112,0.5112,0.0008,1
Massage Therapy,Animal Shelter,0.4562,0.4562,0.0,0
Massage Therapy,Other Professional,0.4312,0.4312,0.0008,1
Massage Therapy,Other Amenity,0.4236,0.4236,0.0,0
Massage Therapy,Recreation,0.413,0.413,0.0008,1
Massage Therapy,Specialty Store,0.3995,0.3995,0.0,0
Massage Therapy,Alternative Medicine,0.0063,0.0,0.026,32
Massage Therapy,Physical Therapy,0.0001,0.0,0.0024,3
Massage Therapy,Clinic,0.0,0.0,0.0008,1
Massage Therapy,Furniture Store,0.0,0.0,0.0008,1
Massage Therapy,Other Shop,0.0,0.0,0.0008,1
Massage Therapy,Restaurant,0.0,0.0,0.0016,2
Massage Therapy,School,0.0,0.0,0.0008,1
Maternity Center,Maternity Center,1.0,1.0,0.3077,4
Maternity Center,Other Healthcare,0.8127,0.7883,1.0,13
Maternity Center,Clinic,0.4538,0.4538,0.0,0
Maternity Center,Dentist,0.3981,0.3981,0.0,0
Maternity Center,Alternative Medicine,0.3877,0.3877,0.0,0
Maternity Center,Mental Health,0.384,0.384,0.0,0
Maternity Center,Eye Care,0.3647,0.3647,0.0,0
Maternity Center,Physical Therapy,0.3638,0.3638,0.0,0
Maternity Center,Hospital,0.3314,0.3314,0.0769,1
Maternity Center,Counseling,0.312,0.312,0.0,0
Maternity Center,Occupational Therapy,0.311,0.311,0.0,0
Maternity Center,Speech Therapist,0.3109,0.3109,0.0,0
Maternity Center,Public Safety,0.2944,0.2944,0.0,0
Maternity Center,Cannabis Dispensary,0.292,0.292,0.0,0
Maternity Center,Other Financial,0.2731,0.2731,0.0,0
Mental Health,Mental Health,1.0,1.0,1.0,266
Mental Health,Other Healthcare,0.8358,0.8358,0.1241,33
Mental Health,Counseling,0.7499,0.7499,0.0226,6
Mental Health,Clinic,0.7138,0.7138,0.0075,2
Mental Health,Dentist,0.585,0.585,0.0,0
Mental Health,Alternative Medicine,0.5628,0.5628,0.0075,2
Mental Health,Eye Care,0.5155,0.5155,0.0,0
Mental Health,Physical Therapy,0.5137,0.5137,0.0113,3
Mental Health,Hospital,0.4687,0.4687,0.0113,3
Mental Health,Occupational Therapy,0.4145,0.4145,0.0,0
Mental Health,Speech Therapist,0.4142,0.4142,0.0,0
Mental Health,Public Safety,0.3978,0.3978,0.0,0
Mental Health,Cannabis Dispensary,0.3936,0.3936,0.0,0
Mental Health,Maternity Center,0.384,0.384,0.0,0
Mental Health,Other Financial,0.36,0.36,0.0,0
Mental Health,Community Center,0.0022,0.0,0.0301,8
Mental Health,Fitness Center,0.0001,0.0,0.0075,2
Mental Health,Other Professional,0.0001,0.0,0.0075,2
Mental Health,Government Office,0.0,0.0,0.0038,1
Mental Health,Legal Service,0.0,0.0,0.0038,1
Mental Health,Massage Therapy,0.0,0.0,0.0038,1
Movie Theater,Movie Theater,1.0,1.0,1.0,1226
Movie Theater,Other Amenity,0.7003,0.7003,0.0,0
Movie Theater,Performing Arts,0.6087,0.6087,0.0334,41
Movie Theater,Arts Venue,0.5959,0.5959,0.0016,2
Movie Theater,Museum,0.5783,0.5783,0.0,0
Movie Theater,Event Venue,0.5557,0.5557,0.0033,4
Movie Theater,Stadium,0.5507,0.5507,0.0,0
Movie Theater,Recreation,0.5415,0.5415,0.0277,34
Movie Theater,Nightclub,0.5349,0.5349,0.0,0
Movie Theater,Social Club,0.53,0.53,0.0,0
Movie Theater,Arcade,0.5141,0.5141,0.0008,1
Movie Theater,Casino,0.5115,0.5115,0.0,0
Movie Theater,Bar,0.0001,0.0,0.0033,4
Movie Theater,Bowling Alley,0.0001,0.0,0.0024,3
Movie Theater,Community Center,0.0001,0.0,0.0024,3
Movie Theater,Bookstore,0.0,0.0,0.0008,1
Movie Theater,Cafe,0.0,0.0,0.0008,1
Movie Theater,Campground,0.0,0.0,0.0008,1
Movie Theater,Dessert Shop,0.0,0.0,0.0008,1
Movie Theater,Historic Site,0.0,0.0,0.0008,1
Movie Theater,Market,0.0,0.0,0.0008,1
Movie Theater,Restaurant,0.0,0.0,0.0016,2
Movie Theater,Shopping Center,0.0,0.0,0.0008,1
Museum,Museum,1.0,1.0,1.0,3796
Museum,Other Amenity,0.7685,0.7685,0.0003,1
Museum,Performing Arts,0.6595,0.6595,0.0016,6
Museum,Arts Venue,0.6445,0.6445,0.0108,41
Museum,Event Venue,0.5977,0.5977,0.0005,2
Museum,Stadium,0.592,0.592,0.0,0
Museum,Recreation,0.5813,0.5813,0.0082,31
Museum,Movie Theater,0.5783,0.5783,0.0003,1
Museum,Nightclub,0.5737,0.5737,0.0,0
Museum,Social Club,0.5681,0.5681,0.0003,1
Museum,Arcade,0.5499,0.5499,0.0005,2
Museum,Casino,0.5469,0.5469,0.0,0
Museum,Historic Site,0.0136,0.0,0.0269,102
Museum,Community Center,0.0073,0.0,0.0179,68
Museum,Car Repair,0.0001,0.0,0.0013,5
Museum,Hotel,0.0001,0.0,0.0013,5
Museum,Library,0.0001,0.0,0.0016,6
Museum,Other Professional,0.0001,0.0,0.0016,6
Museum,Park,0.0001,0.0,0.0018,7
Museum,Animal Shelter,0.0,0.0,0.0003,1
Museum,Bar,0.0,0.0,0.0003,1
Museum,Cafe,0.0,0.0,0.0003,1
Museum,Campground,0.0,0.0,0.0003,1
Museum,Dessert Shop,0.0,0.0,0.0003,1
Museum,Fitness Center,0.0,0.0,0.0003,1
Museum,Florist,0.0,0.0,0.0005,2
Museum,Furniture Store,0.0,0.0,0.0003,1
Museum,Gas Station,0.0,0.0,0.0003,1
Museum,Government Office,0.0,0.0,0.0005,2
Museum,Home Service,0.0,0.0,0.0008,3
Museum,Place of Worship,0.0,0.0,0.0003,1
Museum,Print and Copy Shop,0.0,0.0,0.0005,2
Museum,Public Safety,0.0,0.0,0.0005,2
Museum,School,0.0,0.0,0.0008,3
Museum,Specialty Store,0.0,0.0,0.0008,3
Museum,Supermarket,0.0,0.0,0.0003,1
Museum,Thrift Store,0.0,0.0,0.0003,1
Museum,University,0.0,0.0,0.0003,1
Nightclub,Nightclub,1.0,1.0,1.0,246
Nightclub,Other Amenity,0.6936,0.6936,0.0,0
Nightclub,Performing Arts,0.6036,0.6036,0.4431,109
Nightclub,Arts Venue,0.591,0.591,0.0041,1
Nightclub,Museum,0.5737,0.5737,0.0,0
Nightclub,Event Venue,0.5515,0.5515,0.0081,2
Nightclub,Stadium,0.5466,0.5466,0.0,0
Nightclub,Recreation,0.5375,0.5375,0.0041,1
Nightclub,Movie Theater,0.5349,0.5349,0.0041,1
Nightclub,Social Club,0.5261,0.5261,0.0,0
Nightclub,Arcade,0.5105,0.5105,0.0041,1
Nightclub,Casino,0.5079,0.5079,0.0,0
Nightclub,Bar,0.2532,0.0,0.4715,116
Nightclub,Restaurant,0.0061,0.0,0.0528,13
Nightclub,Community Center,0.0004,0.0,0.0122,3
Nightclub,Cafe,0.0,0.0,0.0041,1
Nightclub,Clothing Store,0.0,0.0,0.0041,1
Occupational Therapy,Occupational Therapy,1.0,1.0,1.0,11
Occupational Therapy,Physical Therapy,0.7754,0.7754,0.2727,3
Occupational Therapy,Speech Therapist,0.6556,0.6556,0.0,0
Occupational Therapy,Clinic,0.4971,0.4971,0.1818,2
Occupational Therapy,Other Healthcare,0.462,0.462,0.3636,4
Occupational Therapy,Dentist,0.431,0.431,0.0,0
Occupational Therapy,Mental Health,0.429,0.4145,0.6364,7
Occupational Therapy,Alternative Medicine,0.4189,0.4189,0.2727,3
Occupational Therapy,Eye Care,0.3921,0.3921,0.0,0
Occupational Therapy,Hospital,0.3564,0.3564,0.0909,1
Occupational Therapy,Counseling,0.3318,0.3318,0.0,0
Occupational Therapy,Public Safety,0.3139,0.3139,0.0,0
Occupational Therapy,Cannabis Dispensary,0.3112,0.3112,0.0,0
Occupational Therapy,Maternity Center,0.311,0.311,0.0,0
Occupational Therapy,Other Financial,0.2898,0.2898,0.0,0
Occupational Therapy,Fitness Center,0.0009,0.0,0.0909,1
Occupational Therapy,Legal Service,0.0009,0.0,0.0909,1
Other Amenity,Other Amenity,1.0,1.0,1.0,163
Other Amenity,Park,0.9025,0.9025,0.0982,16
Other Amenity,Performing Arts,0.8231,0.8231,0.6564,107
Other Amenity,Public Restroom,0.8146,0.8146,0.0,0
Other Amenity,Arts Venue,0.7998,0.7998,0.184,30
Other Amenity,Museum,0.7685,0.7685,0.0675,11
Other Amenity,Event Venue,0.729,0.729,0.0552,9
Other Amenity,Recreation,0.7219,0.7048,0.7362,120
Other Amenity,Stadium,0.7205,0.7205,0.0,0
Other Amenity,Movie Theater,0.7003,0.7003,0.0184,3
Other Amenity,Nightclub,0.6936,0.6936,0.0368,6
Other Amenity,Social Club,0.6854,0.6854,0.0123,2
Other Amenity,Public Safety,0.6685,0.4228,0.8466,138
Other Amenity,Arcade,0.6591,0.6591,0.0061,1
Other Amenity,Casino,0.6547,0.6547,0.0368,6
Other Amenity,Marina,0.6375,0.6375,0.0368,6
Other Amenity,School,0.5676,0.0,0.9387,153
Other Amenity,Home Service,0.5459,0.5459,0.1902,31
Other Amenity,Community Center,0.4869,0.4869,0.3988,65
Other Amenity,Hair and Beauty,0.4749,0.4749,0.0552,9
Other Amenity,Government Office,0.4596,0.4596,0.2209,36
Other Amenity,Massage Therapy,0.4236,0.4236,0.1595,26
Other Amenity,Pet Store,0.4175,0.4175,0.3129,51
Other Amenity,Veterinarian,0.38,0.38,0.0123,2
Other Amenity,Tattoo and Piercing,0.3779,0.3779,0.0061,1
Other Amenity,Animal Shelter,0.3469,0.3469,0.0184,3
Other Amenity,Other Healthcare,0.3403,0.3403,0.2086,34
Other Amenity,Other Professional,0.3323,0.3323,0.3129,51
